edit_history_tweet_ids,geo,created_at,text,neg,neu,pos,compound,overall_sentiment
['1593778482940477440'],,2022-11-19T01:29:35.000Z,"Undi tetap undi tapi paling penting jaga jarak ketika mengundi, pakai mask and always sanitize your hand okay ðŸ«¶ðŸ» - @DemLepakBoyz 

#PRU15 #WeAreRocketfuel #RFE #Rocketfuelent #RocketfuelRecords #RocketfuelEntertainment
https://t.co/pJzhORR1cD https://t.co/2RD5sUNdy3 https://t.co/duiiS9vCN6",0,0.775,0.225,0.8515,positive
['1593778481753518080'],,2022-11-19T01:29:35.000Z,"#KeluargaMalaysia
#PRU15 https://t.co/nd4MZDLhnt",0,1,0,0,neutral
['1593778478067118080'],,2022-11-19T01:29:34.000Z,"RT @mysumber: TERKINI: Senarai Promosi Hari Mengundi PRU-15

1. Sushi King - Free 1 Plate of Sushi
2. Ikea - Free Icecream
3. US Pizza - Frâ€¦",0,0.78,0.22,0.8091,positive
['1593778475261136896'],,2022-11-19T01:29:34.000Z,"#PRU15 : Calon BN Parlimen Kuala Selangor Tengku Datuk Seri Zafrul Tengku Abdul Aziz dan isteri, Raja Datin Seri Johanna Raja Arshad mengundi di Sekolah Kebangsaan (SK) Puncak Alam 2, Selangor.

#BernamaRadio
#UntukAnda
#AndaPenentu https://t.co/vdGv6HA0SR",0,1,0,0,neutral
['1593778467451334657'],,2022-11-19T01:29:32.000Z,"RT @MuqriAzizTVS: Saya sudah undi âŒ Anda bila lagi? #PRU15

Alhamdulillah, proses pengundian dari awal sehingga akhir hanya mengambil masaâ€¦",0,0.872,0.128,0.4215,positive
['1593778457611104256'],,2022-11-19T01:29:29.000Z,RT @bernamadotcom: TERKINIâ—ï¸ : #PRU15 : Pengeluaran kertas undi bagi DUN Tioman ditangguhkan ekoran kematian calon PN bagi DUN itu awal pagâ€¦,0,1,0,0,neutral
['1593778449575211008'],,2022-11-19T01:29:28.000Z,Selamat mengundi everyone! #GE15 #PRU15,0,0.429,0.571,0.6114,positive
['1593778447536754688'],,2022-11-19T01:29:27.000Z,"Done! Next thing to do...wait for smf concert updates
#PRU15 
#GE15 https://t.co/j1gMEDkxLI",0,1,0,0,neutral
['1593778444290359296'],,2022-11-19T01:29:26.000Z,"Calon pertama P096 Kuala Selangor, Tengku Datuk Seri Zafrul Tengku Abdul Aziz bersama isteri beliau, Raja  Datin Sri Johanna Adrina Raja Arshad telah selesai mengundi di Pusat Mengundi Sekolah Kebangsaan Puncak Alam 2.

#PRU15 #AndaPenentu https://t.co/993SDMCUhI",0,1,0,0,neutral
['1593778441727320064'],,2022-11-19T01:29:26.000Z,"[ SELAMAT MENGUNDI ]

Hari yang dinanti-nantikan.
Selamat Mengundi mahasiswa dan mahasiswi anak kelantan. Buanglah undi untuk pemimpin terbaik buat agama, bangsa dan negara.

â¤ï¸ðŸ¤ â€œPerkasa Anak Muda"" ðŸ¤â¤ï¸

#pru15
#NAIMPusat
#JomBalikMengundi
#LaksanakanTanggungjawabMengundi https://t.co/UlnuUFlI9r",0,0.714,0.286,0.9375,positive
['1593778436912603136'],,2022-11-19T01:29:24.000Z,"RT @itsteme: Setiap undi amat berharga. Istikharah, mohon petunjuk, &amp; keluar mengundi. Moga-moga pemimpin yang diangkat nanti adalah pemimpâ€¦",0,1,0,0,neutral
['1593778429157339136'],,2022-11-19T01:29:23.000Z,"#KeluargaMalaysia
#PRU15 https://t.co/ER84LjBXnT",0,1,0,0,neutral
['1593778426737225729'],,2022-11-19T01:29:22.000Z,RT @malaymail: #GE15 #15thgeneralelection #News #Malaysia #Voting #Everyvotecounts https://t.co/wZyDUb92Xe,0,1,0,0,neutral
['1593778425092657152'],,2022-11-19T01:29:22.000Z,RT @bharianmy: #PRU15  Penduduk di penempatan rendah sekitar Rantau Panjang sanggup meredah bah untuk keluar mengundi hari ini https://t.coâ€¦,0.1,0.9,0,-0.2732,negative
['1593778414892158977'],,2022-11-19T01:29:19.000Z,"Seorang nenek berusia 99 tahun, Hawa Abdullah keluar mengundi di SK Changkat Ibul, Parlimen Bukit Gantang, dengan menaiki van yang dibantu petugas pusat mengundi. #KitaUndi #PRU15 https://t.co/JGbjXkGxs8",0,1,0,0,neutral
['1593778407136841728'],,2022-11-19T01:29:17.000Z,Undi #GE15 #undi https://t.co/2wx2jVitAU,0,1,0,0,neutral
['1593778375356600320'],,2022-11-19T01:29:10.000Z,stay in the line for about an hour and vote for the next five years! #GE15 https://t.co/tJYuzEHOkl,0,1,0,0,neutral
['1593778368545452032'],,2022-11-19T01:29:08.000Z,RT @kewangangraduan: #PRU15,0,1,0,0,neutral
['1593778368243040256'],,2022-11-19T01:29:08.000Z,#GE15 https://t.co/q02WZCnVWe,0,1,0,0,neutral
['1593778366720921600'],,2022-11-19T01:29:08.000Z,RT @anchovies23: Sudah masuk sekolah ðŸ’ªðŸ»ðŸ’ªðŸ»ðŸ’ªðŸ» #PRU15 #GE15 #VoteMalaysia #UndiHarapan https://t.co/nGyPNnpdlc,0,1,0,0,neutral
['1593778364732481537'],,2022-11-19T01:29:07.000Z,"RT @zurairi: ðŸ—³ï¸ PSA before midnight comes:

â€¢ Don't vote for fascists
â€¢ Don't vote for those who platform/endorse fascists
â€¢ And when the râ€¦",0.061,0.885,0.054,-0.0536,negative
['1593778361566101504'],,2022-11-19T01:29:07.000Z,"Done mengundi âŒ

#MalaysiaMemilih #PRU15",0,1,0,0,neutral
['1593778355194589185'],,2022-11-19T01:29:05.000Z,RT @IAMABSTRAX: Selamat Mengundi Malaysia! #PRU15 https://t.co/wKq7va1Wkj,0,0.556,0.444,0.6114,positive
['1593778344398839809'],,2022-11-19T01:29:02.000Z,"Selamat Mengundi
Melaka hujan sekian laporan kaji cuaca Twitter #MalaysiaMemilih #PRU15 #KitaBoleh #AyuhMalaysia",0,0.778,0.222,0.5719,positive
['1593778343257997312'],,2022-11-19T01:29:02.000Z,"P161 Pulai - Calon BN, Datuk @NurJazlan  membuang undi di Pusat Pembuangan Undi Sekolah Agama Dato Omar Yusof, Tampoi pada jam 8.35 pagi.

#MalaysiaBerintegriti #PRU15 https://t.co/GnlmLMEomH",0,1,0,0,neutral
['1593778341433077760'],,2022-11-19T01:29:02.000Z,RT @MyBktJelutong: A video shared by residents on situation at polling station at SK #BJelutong around 8am today. #PRU15 https://t.co/ZsBYuâ€¦,0,0.888,0.112,0.34,positive
['1593778337846947841'],,2022-11-19T01:29:01.000Z,"P115 Batu - Calon PKR, P Prabakaran yang juga penyandang kerusi Parlimen Batu selesai membuang undi di Pusat Mengundi Sekolah Menengah Persendirian Chong Hwa Jalan Sultan Azlan Shah, Kuala Lumpur pada jam 9.09 pagi.

#MalaysiaBerintegriti #PRU15 https://t.co/bX920uZhOj",0,1,0,0,neutral
['1593778335389085696'],,2022-11-19T01:29:00.000Z,"RT @staronline: Malaysia heads to the ballot box today (Nov 19) for the nationâ€™s 15th General Election.

Here are some key highlights of poâ€¦",0,1,0,0,neutral
['1593778332327636994'],,2022-11-19T01:29:00.000Z,"RT @lvbbmileapo: Good Morning APO sMile :)

Happy Voting MalaysiaðŸ‡²ðŸ‡¾ ðŸ—³
Make a wise choice for the sake of our beloved country!ðŸ¤

#PRU15 #Genâ€¦",0,0.539,0.461,0.9571,positive
['1593778331052171265'],,2022-11-19T01:28:59.000Z,"I'VE DONE MY DUTY FOR MY BELOVED COUNTRY MALAYSIA.

HOPE  FOR  THE  BEST  INSHA'ALLAH DENGAN  IZIN  TUHAN  REMBAU  KALI  INI  MILIK  PAKATAN  HARAPAN.

SATU  UNDI  UNTUK  CALON  PH !
SATU  UNDI  UNTUK EN. ANWAR !

#Election2022 #PRU15 #PRU15KitaJagaKita #DSAIPM10 https://t.co/vMBIGzhJeF https://t.co/gmqOyWXEiN",0,0.722,0.278,0.9199,positive
['1593778326937620481'],,2022-11-19T01:28:58.000Z,"P111 Kota RajaÂ - Pengundi beratur sepanjang 500 meter di hadapan Pusat Pembuangan Undi di Sekolah Jenis Kebangsaan (T) Ladang Batu Ampat pada jam 9 pagi.

#MalaysiaBerintegriti #PRU15 https://t.co/Qy2AGAjbu4",0,1,0,0,neutral
['1593778320054722560'],,2022-11-19T01:28:57.000Z,"Done mengundi, 4 hari lepas la tapi, itu warna inai tu lain cikit HAHAHA #GE15 #MalaysiaMemilih https://t.co/oNsG5nJdzK",0,0.766,0.234,0.7096,positive
['1593778319115550720'],,2022-11-19T01:28:56.000Z,"#KeluargaMalaysia
#PRU15 https://t.co/RbJZN33PIS",0,1,0,0,neutral
['1593778307769958400'],,2022-11-19T01:28:54.000Z,"OUR PRIME MINISTER #Malaysia #GE15 

For better Malaysia 
How i love this multiracial country ðŸ‡²ðŸ‡¾â¤ï¸ HARAPAN https://t.co/V5v0Svyiwp",0,0.705,0.295,0.7964,positive
['1593778306800766976'],,2022-11-19T01:28:53.000Z,RT @notyrgoku: â€œIts only a vote!â€ said 5.8 million new voters. #PRU15,0,1,0,0,neutral
['1593778303856480257'],,2022-11-19T01:28:53.000Z,RT @theSundaily: Further statements regarding the status of the Tioman state assembly seat which is under Rompin parliamentary constituencyâ€¦,0,1,0,0,neutral
['1593778301557882880'],,2022-11-19T01:28:52.000Z,Bangkitlah anak muda. Happy voting #GE15 #Election2022 #PRU15KitaJagaKita https://t.co/Ty9VVCWHNR,0,1,0,0,neutral
['1593778293102481409'],,2022-11-19T01:28:50.000Z,"RT @soulZ_Cash: Today is the day!!!
Today is the day!!!
Today is the day!!!

Make the right choice people, let's vote those criminals out oâ€¦",0.169,0.831,0,-0.7067,negative
['1593778287704444928'],,2022-11-19T01:28:49.000Z,RT @bharianmy: #PRU15 Sebahagian pengundi di saluran 2 SK Taman Maluri membuat sedikit kekecohanan selepas terpaksa beratur dalam tempoh yaâ€¦,0,1,0,0,neutral
['1593778279873642496'],,2022-11-19T01:28:47.000Z,"RT @suns8t: Memandangkan isu ni tengah panas, ini pandangan dan HðŸ”ºrapan saya untuk #PRU15 https://t.co/RiN0bJFsoC",0,1,0,0,neutral
['1593778278703124481'],{'place_id': '07d9ec41e1088000'},2022-11-19T01:28:47.000Z,Setel nikah awal #doneundi #PRU15 https://t.co/qAnglfyC4e,0,1,0,0,neutral
['1593778275075379200'],,2022-11-19T01:28:46.000Z,"Further statements regarding the status of the Tioman state assembly seat which is under Rompin parliamentary constituency will be issued by the Election Commission (EC).

#theSun #theSundaily #elections #GE15 #ballot #postpone #Candidate #Malaysia 

https://t.co/dO8l2l6BaJ",0.054,0.946,0,-0.2263,negative
['1593778274291036160'],,2022-11-19T01:28:46.000Z,"RT @NST_Online: #NSTnation In Selangor, heavy rain and thunderstorms are expected in the Hulu Langat area, while in Johor it involves Tangkâ€¦",0,1,0,0,neutral
['1593778247233593344'],,2022-11-19T01:28:39.000Z,#selamathariraya #pru15 #bersihdanstabil #kuasaanakmuda #anakmudatolakrasuah #salamperantau #undiandarahsia #mengundi https://t.co/JcJO1E3LA5,0,1,0,0,neutral
['1593778225456762880'],,2022-11-19T01:28:34.000Z,"RT @Hopeily: Azwan Ali pun satu, on live TV pulak tu. Aduiyai ðŸ¤£ðŸ¤£ðŸ¤£ #PRU15 https://t.co/nh4kEYcO67",0,0.706,0.294,0.8625,positive
['1593778224701788160'],,2022-11-19T01:28:34.000Z,"RT @tankengliang: until now, Harapan unable explain why they fail fulfill their pledge to abolish highway toll,PTPTN,recognize UEC,close Lyâ€¦",0.15,0.726,0.124,-0.1531,negative
['1593778220997804032'],,2022-11-19T01:28:33.000Z,"Beratur panjang2 ni, pastikan beratur line yg betul, kalau tak pishang weh #pru15",0,0.874,0.126,0.3182,positive
['1593778215356870657'],,2022-11-19T01:28:32.000Z,#kauakankalahdeknon #PRU15 #pilihanraya  #pilihanrayaumumke15 #undi #harimengundi https://t.co/eeXdsBcbEH,0,1,0,0,neutral
['1593778214861930496'],,2022-11-19T01:28:32.000Z,Dah selesai mengundi. Selamat mengundi semua. #PRU15 #GE15 https://t.co/2DkVTrRElt,0,1,0,0,neutral
['1593778204975960064'],{'place_id': '0002c868e49e17bb'},2022-11-19T01:28:29.000Z,Queue envy for saluran 3. But the rest? Looooong like nobody's business. Longer than 2018 I feel. #undi #malaysiavote #ge15 https://t.co/UCAPweUcA0,0.065,0.798,0.137,0.4019,positive
['1593778194745737218'],,2022-11-19T01:28:27.000Z,"RT @RafiqRoslan1: UNDILAH SITI NURHALIZA
#sitinurhaliza #PRU15 #sitizoner
@CTNurhaliza11 https://t.co/Jq6Nmp0D0U",0,1,0,0,neutral
['1593778187947085824'],,2022-11-19T01:28:25.000Z,"Saya sudah mengundi. Ini FOMO kalau tak buat memang rugi. 

#MalaysiaMemilih
#PRU15 https://t.co/nE9vOmCrfj",0.133,0.867,0,-0.3182,negative
['1593778184973357056'],,2022-11-19T01:28:24.000Z,RT @WongChen_MY: We are a blessed nation. We have an amazing pool of talents and resources from 3 main races. We should be flourishing undeâ€¦,0,0.673,0.327,0.8934,positive
['1593778181924093953'],,2022-11-19T01:28:24.000Z,"RT @MalaysiaGazette: #PRU15 : Kertas undi Panjang sangat, saya â€˜nervousâ€™nak pangkah mana-Prabakaran 

#malaysiagazette #rakyatmemilih #MGPRâ€¦",0.149,0.851,0,-0.2732,negative
['1593778181797859328'],,2022-11-19T01:28:24.000Z,"RT @arfdy12: ðŸ—³ Adakah ini KALI PERTAMA anda mengundi?

â•Jika jawapan anda adalah YA, ini adalah bebenang yang WAJIB anda baca. 

ðŸ’¡ Untuk yaâ€¦",0,0.78,0.22,0.7845,positive
['1593778180623863809'],,2022-11-19T01:28:23.000Z,"RT @mxdsupplyco: Untuk semua yang akan turun mengundi #PRU15 pada 19 November ni, here are some reminders for your reference. â€” A Thread!ðŸ“â€¦",0,1,0,0,neutral
['1593778174663397377'],,2022-11-19T01:28:22.000Z,"Selamat mengundi ðŸ˜Š
#PRU15 https://t.co/iuXrjcKOR4",0,0.382,0.618,0.8658,positive
['1593778173845864448'],,2022-11-19T01:28:22.000Z,RT @RizalAziz_: Go vote ah. Can claim many freebies some more. But more importantly for a better future lah. #GE15 https://t.co/3vgCnGwY2N,0,0.654,0.346,0.8603,positive
['1593786120302604288'],,2022-11-19T01:59:56.000Z,RT @Yusmadi: Malam ini saya akan kongsikan pandangan saya di @BernamaTV bersama beberapa panel yangvlain #PRU15 https://t.co/E4N23IJxG6,0,0.885,0.115,0.296,positive
['1593786119623041025'],,2022-11-19T01:59:56.000Z,"RT @anwaribrahim: AMANAT ANWAR IBRAHIM DARI TAMBUN KE PUTRAJAYA - UNDI ( X ) PAKATAN HARAPAN FOR CHANGE ! 
.
.
REFORMASI !
MALAYSIA BANGKITâ€¦",0,1,0,0,neutral
['1593786115722706944'],,2022-11-19T01:59:55.000Z,"RT @hmetromy: #Gombak #pru15 Pengacara sensasi, Azwan Ali, menjadi pengundi pertama tiba di pusat pengundian di Sekolah Kebangsaan (SK) Klaâ€¦",0,1,0,0,neutral
['1593786111536795648'],,2022-11-19T01:59:54.000Z,"RT @Yusfariqq: Iâ€™m Not a Virgin Anymore #FirstTimer #PRU15 

The feeling is very different ya, 1 vote means a lot for us! kalau bukan kitaâ€¦",0,0.931,0.069,0.2003,positive
['1593786110983176192'],,2022-11-19T01:59:54.000Z,RT @NST_Online: #NSTnation The race for the seat will see a multi-cornered fight. Khairy Jamaluddin from Barisan Nasional is going up againâ€¦,0.11,0.89,0,-0.3818,negative
['1593786103433084928'],,2022-11-19T01:59:52.000Z,lain macam sgt celup pon ðŸ˜‚.. comot teruk.. nasib baik purpleðŸ¥° #borahae #pru15 #vote https://t.co/ZRQ0vDLurl,0.127,0.472,0.401,0.9118,positive
['1593786102766530560'],,2022-11-19T01:59:52.000Z,Done #GE15,0,1,0,0,neutral
['1593786096290521089'],,2022-11-19T01:59:51.000Z,"Selamat mengundi semua. Banyak berita hujan di sana sini. Semoga dipermudahkan urusan.

#GE15 #PRU15 #malaysiamemilih #ceritaita https://t.co/nsNZYHEIR1",0,0.711,0.289,0.7579,positive
['1593786090431090688'],,2022-11-19T01:59:49.000Z,"Stupid. My brother beratur 40mins, sampai turn nama takde dalam system. Check few times lagi tiba2 keluar saluran 9. Sebelum ni saluran 6. 

Kena beratur dari awal balik. @sprgovmy buat kerja elok2 boleh tak???

#GE15 #PRU15",0,0.921,0.079,0.533,positive
['1593786078234050560'],{'place_id': '46e7c9a46e83caec'},2022-11-19T01:59:46.000Z,Selamat Mengundi! Pilihlah pemimpin yang boleh memimpin &amp; jalankan amanah rakyat dengan baik. Pemimpin yang boleh memajukan kembali Malaysia. Untuk Malaysia yang lebih baik #GE15 #PRU15 #MalaysiaMemilih,0,0.673,0.327,0.8805,positive
['1593786068805259264'],,2022-11-19T01:59:44.000Z,RT @heize80: Baru perasan lagu Malaysia under international label pun didistributekan ke MelOn. Happy streaming! #GE15 https://t.co/tzauaq0â€¦,0,1,0,0,neutral
['1593786068079636480'],,2022-11-19T01:59:44.000Z,"RT @BernamaTV: Kerusi Tumpuan Parlimen

#PRU15 #AndaPenentu https://t.co/bjECCsZ8ks",0,1,0,0,neutral
['1593786067169136642'],,2022-11-19T01:59:44.000Z,Malaysia's poor pedestrian infrastructure and car dependency on display at urban voting centres for #GE15 https://t.co/0bWmOq00RJ,0.171,0.829,0,-0.4767,negative
['1593786065873084416'],,2022-11-19T01:59:43.000Z,RT @tankengliang: Very small &amp; quiet finale by the oppositionâ€¦half the pace &amp; crowd if compared 2018. I can understand the disappointment oâ€¦,0.13,0.87,0,-0.5106,negative
['1593786064392835073'],,2022-11-19T01:59:43.000Z,Done. #Malaysiamemilih #PRU15 https://t.co/PcDUsXYep7,0,1,0,0,neutral
['1593786047661383680'],,2022-11-19T01:59:39.000Z,You know you are aging when you walk in to your polling station and your lane which use to be the last lane for voting is now in between two ends. #GE15 #Election2022,0,1,0,0,neutral
['1593786046940348416'],,2022-11-19T01:59:39.000Z,"RT @saysdotcom: If you're voting this #GE15, we've got some wonderful news for you!

Just show your inked finger and these 13 food chains wâ€¦",0,0.857,0.143,0.6114,positive
['1593786035540197376'],,2022-11-19T01:59:36.000Z,RT @NST_Online: #NSTnation The excitement of Malaysians to elect a government in the GE15 is clearly seen today with electors arriving at tâ€¦,0,0.781,0.219,0.7096,positive
['1593786011191980032'],,2022-11-19T01:59:30.000Z,"RT @Marchfoward: PERINGATAN AKHIR UNTUK PARA PENGUNDI

TERUTAMA UNDI 18

JANGAN PAKAI BAJU PARTI WAKTU BERATUR MENGUNDI

#GE15 https://t.coâ€¦",0.097,0.903,0,-0.3089,negative
['1593786008260444160'],,2022-11-19T01:59:30.000Z,Selamat hari mengundi semua rakyat Malaysia! #kaliiniundilah #rakyatmemilih #PRU15 https://t.co/4GabvaQ9Wg,0,0.637,0.363,0.6114,positive
['1593786004095135744'],,2022-11-19T01:59:29.000Z,"RT @malaysiakini: #GE15 | Before you head out to vote today, here's some tips to be mindful of. Happy voting! https://t.co/eaizLnXBzT",0,0.834,0.166,0.6114,positive
['1593786002858184704'],,2022-11-19T01:59:28.000Z,RT @zunarkartunis: Laungan REFORMASI bergema di Taman Keramat menyambut @anwaribrahim_my . Video oleh @ainhsaifulnizam yang berada di lokasâ€¦,0.155,0.7,0.145,-0.0516,negative
['1593785999049383938'],,2022-11-19T01:59:27.000Z,#KitaBoleh #PRU15 https://t.co/55LBAe2kub,0,1,0,0,neutral
['1593785983929290753'],,2022-11-19T01:59:24.000Z,"RT @Volapardus: Fellow Malaysians... VOTE!! 
#MalaysiaMemilih #GeneralElection2022  #PRU15 https://t.co/Sdj75z6qSp",0,1,0,0,neutral
['1593785982922686464'],,2022-11-19T01:59:24.000Z,Guys.....get your #PRU15 offers at those outlets advertising them! Worth it la....,0,0.834,0.166,0.2942,positive
['1593785979919220736'],,2022-11-19T01:59:23.000Z,"RT @baihaqiamin_: Alternatifnya boleh baca di sini ðŸ‘‡ðŸ»

https://t.co/OgC2x8FvLV

#PRU15 https://t.co/x2GR2gMIUx",0,1,0,0,neutral
['1593785974667911170'],,2022-11-19T01:59:22.000Z,"#PRU15 #MalaysiaMemilih #GE15
Voted! Go vote, lines are only getting longer not shorter! https://t.co/zxpT4asAO0",0,1,0,0,neutral
['1593785965822156800'],,2022-11-19T01:59:20.000Z,"RT @nurfarihahmeor: Menyinggah sebentar ke akaun-akaun pempengaruh, antaranya Numan Afifi.

Anda nilailah sendiri. #PRU15 https://t.co/WUmCâ€¦",0,0.862,0.138,0.34,positive
['1593785959182917633'],,2022-11-19T01:59:18.000Z,"#PRU15 : #NegeriSembilan #Rembau Calon BN bagi Parlimen P107 Sungai Buloh, Khairy Jamaluddin berkesempatan melayan pengundi bergambar ketika beratur menunggu giliran mengundi di Sekolah Menengah Agama Haji Mohd Yatim, Ulu Gedong hari ini.

ðŸ“¸Hafizie Shabudin | BERNAMA https://t.co/g1Mcm9KjfE",0,0.887,0.113,0.6249,positive
['1593785951314399233'],,2022-11-19T01:59:16.000Z,"RT @MalaysiaGazette: TERKINI #PRU15 Calon Perikatan Nasional (PN) N42 DUN Tioman, Md Yunus Ramli, meninggal dunia pada jam 3.30 pagi tadi dâ€¦",0.167,0.833,0,-0.5574,negative
['1593785944007507969'],,2022-11-19T01:59:14.000Z,"RT @mika_zak: Adik aku share

Perbandingan manifesto for last minute study

#1weekleft #PRU15 https://t.co/m1XnL6nbnu",0,0.843,0.157,0.4215,positive
['1593785941185159168'],,2022-11-19T01:59:14.000Z,RT @Dinishp: #GE15 Pengundi warga emas dan OKU tidak perlu beratur panjang. Boleh pegi ke pintu masuk tempat mengundi terus. #UndiBanjir #uâ€¦,0,1,0,0,neutral
['1593785939368718337'],,2022-11-19T01:59:13.000Z,"My house dengan pusat mengundi tersangat lah dekat haha, memang boleh jenguk dari pintu rumah je tengok ramai mana que ðŸ¤£ so tunggu que dah pendek baru pergi undi ðŸ¤­

To all Malaysian, vote wisely for our country. Moga yang terbaik untuk Tanah Air kita. 
#PRU15 #UndiHarapan",0,0.761,0.239,0.9217,positive
['1593785939276754944'],,2022-11-19T01:59:13.000Z,RT @PichayadaCNA: #PakatanHarapan leader @anwaribrahim arrives in Tambun for his final campaign speech before Malaysians vote to elect theiâ€¦,0,1,0,0,neutral
['1593785938685358081'],,2022-11-19T01:59:13.000Z,"RT @BadBoy2662: Pandan wasssssaaaappppp!!!ðŸ˜­

Malam Besok Kita Punyaaaa!!!!

Anwar PM ðŸ‡²ðŸ‡¾

#PRU15
#Harapan
#KitaBoleh https://t.co/VF4azlkDPC",0,0.797,0.203,0.6209,positive
['1593785934788497409'],,2022-11-19T01:59:12.000Z,RT @imokman: Long queues at the polling stations in the urban areas thus far. Key factor will be the turnout in the semi-urban / semi-ruralâ€¦,0,1,0,0,neutral
['1593785924802220032'],,2022-11-19T01:59:10.000Z,"#PRU15: Pengundian di kawasan dilanda banjir di Baram, Sarawak diteruskan, cuma tempat mengundi diubah - Pesuruhjaya Polis Sarawak

#BernamaRadio
#UntukAnda
#AndaPenentu https://t.co/jWRyYvunFK",0,1,0,0,neutral
['1593785922205908992'],{'place_id': 'f7f8f502b090e579'},2022-11-19T01:59:09.000Z,"Done voting ... General elections 15 2022
#GE15 #pilihanraya https://t.co/8gH8JaEQ5d",0,1,0,0,neutral
['1593785915696369664'],,2022-11-19T01:59:08.000Z,"Tahun ni, 2 kali jari berdakwat. PRN Johor dan PRU15. Walaupun benda ni annoying, tapi takpe. FOR MY COUNTRY!!!! #PRU15 #GE15 #MalaysiaMemilih https://t.co/iOd7W1mdjl",0.116,0.884,0,-0.4621,negative
